Wavelength,mCherry (AB),mCherry (EM),mOrange (AB),mOrange (EM),DsRed (EX),DsRed (EM),iRFP670 (EX),iRFP670 (EM),iRFP713 (EX),iRFP713 (EM),mScarlet (EX),mScarlet (EM),mApple (EX),mApple (EM),Sirius (EX),Sirius (EM),Cerulean (EM),Cerulean (EX),ECFP (EM),ECFP (EX),mKO (EM),mKO (EX),mPlum (EM),mPlum (EX),TagRFP (EM),TagRFP (EX),tdTomato (EM),tdTomato (EX),iRFP720 (EX),iRFP720 (EM),EBFP2 (EX),EBFP2 (EM),EYFP (EX),EYFP (EM),T-Sapphire (EX),T-Sapphire (EM),mCitrine (AB),mCitrine (EM),EGFPm (AB),EGFPm (EM),E2-Crimson (EX),E2-Crimson (EM),NirFP (AB),NirFP (EM),mAmetrine (EX),mAmetrine (EM),iRFP682 (EX),iRFP682 (EM),iRFP702 (EX),iRFP702 (EM),Jred (EX),Jred (EM),TagCFP (EX),TagCFP (EM),TagGFP2 (EX),TagGFP2 (EM),TagYFP (EX),TagYFP (EM),CopGFP (EX),CopGFP (EM),mRuby2 (EX),mRuby2 (EM),TagRFP-T (EX),TagRFP-T (EM)
652,,0.471,,0.097,,0.2130101,0.919491,0.490368,0.6197096,0.0199935,0.00383142,0.383022774,0.00966851,0.372222222,,,,,0.0028,0.0175,0.013388395309448,,,0.9819,0.27303400635719,,,0.2728,0.5458929,0.0127013,,,,,,,0.003,0.017,0.004,0.008,,0.961600657,0.079989714,0.877825132,,0.01127,0.9427661,0.1579556,0.8371774,0.0414229,,0.465849498,,0.004202718,,,,0.0107,,0.002356106,0.00754717,0.369117647,0.00744048,0.293494705
653,,0.462,,0.095,,0.2070477,0.900861,0.5262581,0.6278619,0.0212758,0.00255428,0.373706004,0.00966851,0.361111111,,,,,0.0019,0.0172,0.012698008678854,,,0.9728,0.26351898908615,,,0.2644,0.5487704,0.0136478,,,,,,,0.002,0.016,0.003,0.008,,0.953978836,0.072711101,0.894862268,,0.01098,0.9538192,0.1726632,0.8465297,0.0441625,,0.450134988,,0.004202718,,,,0.0108,,0.002281748,0.00628931,0.358823529,0.00744048,0.285930409
654,,0.455,,0.091,,0.2014621,0.8806525,0.5629569,0.6365488,0.0227405,0.00255428,0.365424431,0.00966851,0.35,,,,,0.0028,0.017,0.012206692248583,,,0.9693,0.25046899914742,,,0.2573,0.5518202,0.0148069,,,,,,,0.002,0.015,0.004,0.008,,0.939032667,0.069608409,0.914386006,,0.01082,0.9641207,0.1891207,0.8557769,0.0477385,,0.436455078,,0.003923002,,,,0.0099,,0.002281748,0.00754717,0.347058824,0.00595238,0.276853253
655,,0.452,,0.09,,0.1928731,0.8590498,0.600133,0.6458756,0.024465,0.00255428,0.356107661,0.00966851,0.338888889,,,,,0.0021,0.0175,0.011838204227388,,,0.9698,0.24606999754906,,,0.2481,0.5552501,0.0161917,,,,,,,0.002,0.015,0.003,0.008,,0.934850052,0.062543724,0.914560774,,0.0102,0.9735386,0.2073236,0.8652582,0.0520321,,0.432873017,,0.003923002,,,,0.0094,,0.001940549,0.00628931,0.336764706,0.00595238,0.269288956
656,,0.44,,0.086,,0.1866762,0.8361228,0.6375169,0.6559219,0.0262534,0.00255428,0.34679089,0.00966851,0.32962963,,,,,0.0021,0.0166,0.011313002556562,,,0.9522,0.23884700238705,,,0.2406,0.5592767,0.0177089,,,,,,,0.003,0.015,0.003,0.008,,0.918772589,0.058705709,0.932186443,,0.00997,0.9819174,0.2272085,0.8752465,0.0569556,,0.42050959,,0.003975113,,,,0.0092,,0.001940549,0.00754717,0.326470588,0.00595238,0.263237519
657,,0.433,,0.083,,0.1810516,0.81178,0.6748848,0.6667507,0.0281207,0.00255428,0.33747412,0.00966851,0.322222222,,,,,0.0022,0.0157,0.010508258827031,,,0.9434,0.23169299960136,,,0.233,0.5639947,0.0193654,,,,,,,0.002,0.014,0.003,0.008,,0.909284876,0.052557331,0.933087592,,0.00935,0.9890176,0.2489634,0.8858929,0.062463,,0.410585567,,0.003975113,,,,0.0084,,0.001681851,0.00754717,0.317647059,0.00595238,0.257186082
658,,0.423,,0.08,,0.1758205,0.7857531,0.7119836,0.6783841,0.030029,0.00255428,0.32815735,0.00966851,0.314814815,,,,,0.0026,0.0175,0.010258365422487,,,0.9286,0.22322499752045,,,0.2251,0.5695779,0.0211365,,,,,,,0.003,0.013,0.003,0.008,,0.892009615,0.049358458,0.946523135,,0.00929,0.9945586,0.2729066,0.8971171,0.0685527,,0.402855997,,0.002842754,,,,0.009,,0.001681851,0.00754717,0.310294118,0.00595238,0.251134645
659,,0.416,,0.078,,0.1693334,0.7577684,0.7485469,0.6907965,0.0320802,0.00255428,0.31884058,0.00966851,0.305555556,,,,,0.0025,0.0165,0.009606098756194,,,0.9235,0.22855299711227,,,0.2184,0.5761007,0.0230521,,,,,,,0.002,0.013,0.004,0.008,,0.882640089,0.044837109,0.951099955,,0.00913,0.9983069,0.2987039,0.9086992,0.0752516,,0.397049249,,0.002842754,,,,0.0087,,0.001594047,0.00754717,0.3,0.00744048,0.243570348
660,,0.413,,0.077,,0.1624275,0.7275407,0.7842766,0.7039704,0.034342,0.00255428,0.310559006,0.00966851,0.298148148,,,,,0.0021,0.0169,0.009157137013972,,,0.9159,0.21439099311829,,,0.2117,0.5835679,0.0251182,,,,,,,0.002,0.013,0.003,0.007,,0.873544838,0.04271552,0.952389968,,0.00862,1,0.3268211,0.9203687,0.0825977,,0.390723864,,0.002748669,,,,0.0086,,0.001594047,0.00754717,0.292647059,0.00595238,0.237518911
661,,0.406,,0.074,,0.157805,0.6949928,0.8187157,0.7178769,0.0367873,0.00255428,0.301242236,0.00966851,0.290740741,,,,,0.0019,0.0148,0.008826768025756,,,0.9095,0.20451399683952,,,0.2064,0.5919316,0.0273524,,,,,,,0.002,0.012,0.003,0.008,,0.854909999,0.039276087,0.96196682,,0.00817,0.9993977,0.3572237,0.9317686,0.0906276,,0.376073545,,0.002748669,,,,0.0078,,0.001448949,0.00754717,0.285294118,0.00744048,0.231467474
662,,0.4,,0.072,,0.1526437,0.6603312,0.8513237,0.7324745,0.039469,0.00255428,0.292960663,0.00966851,0.283333333,,,,,0.0024,0.0148,0.008276154287159,,,0.9018,0.2039960026741,,,0.1985,0.6011481,0.0297344,,,,,,,0.003,0.012,0.003,0.008,,0.843556234,0.036656773,0.978140083,,0.00822,0.9963315,0.3896545,0.9425144,0.099373,,0.367504488,,0.002873168,,,,0.0078,,0.001448949,0.00754717,0.277941177,0.00744048,0.225416036
663,,0.392,,0.07,,0.1469437,0.6240679,0.8815913,0.7476932,0.0423301,0.00255428,0.284679089,0.00966851,0.275925926,,,,,0.0022,0.0155,0.007865310646594,,,0.8885,0.19579100608826,,,0.1952,0.6110354,0.032296,,,,,,,0.002,0.012,0.003,0.007,,0.829235898,0.032355356,0.97876661,,0.00805,0.9907085,0.4239757,0.9523499,0.108866,,0.362811859,,0.002873168,,,,0.0074,,0.001616093,0.00754717,0.272058824,0.00595238,0.219364599
664,,0.386,,0.069,,0.1418048,0.5869128,0.9090086,0.7633917,0.0453506,0.00383142,0.276397516,0.00966851,0.266666667,,,,,0.0023,0.0155,0.007513764780015,,,0.8821,0.19246900081635,,,0.1882,0.6214302,0.0350138,,,,,,,0.002,0.011,0.003,0.007,,0.819853602,0.032527686,0.982238601,,0.00738,0.9824651,0.4603364,0.9611423,0.1191445,,0.355099104,,0.003008826,,,,0.0075,,0.001616093,0.00754717,0.266176471,0.00595238,0.213313162
665,,0.378,,0.066,,0.1367524,0.5497521,0.9331299,0.7793242,0.048409,0.00255428,0.269151139,0.00966851,0.259259259,,,,,0.0021,0.0158,0.007348581217229,,,0.8662,0.18901699781418,,,0.1843,0.632116,0.0378809,,,,,,,0.002,0.011,0.003,0.007,,0.80297578,0.029454908,0.991782456,,0.00727,0.9716451,0.4983429,0.9688429,0.1302577,,0.343613885,,0.003008826,,,,0.0068,,0.00132072,0.00754717,0.260294118,0.00595238,0.207261725
666,,0.371,,0.063,,0.1322834,0.5133908,0.9536609,0.7952151,0.0517887,0.00255428,0.260869565,0.00966851,0.251851852,,,,,0.0021,0.0138,0.006814909167588,,,0.855,0.17701299488544,,,0.1786,0.6428572,0.0408908,,,,,,,0.003,0.011,0.003,0.007,,0.787088931,0.026249746,1.001934832,,0.00721,0.9583576,0.5378092,0.9755386,0.1422688,,0.337675149,,0.002679189,,,,0.007,,0.00132072,0.00754717,0.254411765,0.00595238,0.202723147
667,,0.365,,0.062,,0.1283587,0.4784795,0.9704695,0.8107601,0.0552718,0.00255428,0.253623188,0.00966851,0.246296296,,,,,0.0008,0.0134,0.006531130988151,,,0.8455,0.17561000585556,,,0.1717,0.653422,0.0440466,,,,,,,0.002,0.011,0.002,0.007,,0.774964444,0.022842832,0.992919182,,0.00704,0.942782,0.578934,0.9813886,0.1552499,,0.328845076,,0.002679189,,,,0.0063,,0.001466584,0.00754717,0.248529412,0.00595238,0.198184569
668,,0.359,,0.061,,0.1232728,0.4454897,0.9834634,0.8256788,0.0590781,0.00255428,0.246376812,0.00966851,0.238888889,,,,,0.0019,0.0148,0.006094874814153,,,0.8329,0.17321699857712,,,0.1689,0.6637337,0.0473064,,,,,,,0.002,0.011,0.002,0.007,,0.758733848,0.023921356,0.989884111,,0.00659,0.9251299,0.6208298,0.98651,0.1692735,,0.321652931,,0.002168222,,,,0.0063,,0.001466584,0.00754717,0.241176471,0.00595238,0.193645991
669,,0.354,,0.059,,0.1181758,0.4147088,0.9926515,0.8397748,0.0631974,0.00255428,0.238095238,0.00966851,0.231481482,,,,,0.0015,0.0139,0.005700973793864,,,0.8157,0.16849300265312,,,0.1626,0.6737442,0.0507073,,,,,,,0.001,0.011,0.003,0.007,,0.745051467,0.020848777,0.990345824,,0.00648,0.9057188,0.6631771,0.9909528,0.1844017,,0.314310167,,0.002168222,,,,0.0064,,0.001165987,0.00754717,0.235294118,0.00595238,0.187594554
670,,0.35,,0.057,,0.1127605,0.3862008,0.9981341,0.8529651,0.0679006,0.00255428,0.231884058,0.00828729,0.227777778,,,,,0.0018,0.014,0.005535790231079,,,0.8097,0.16274799406528,,,0.1594,0.6835439,0.0542492,,,,,,,0.003,0.011,0.003,0.006,,0.734811438,0.017578759,0.98751355,,0.00614,0.8848801,0.7051953,0.9946847,0.2006804,,0.302791951,,0.002139237,,,,0.0061,,0.001165987,0.00754717,0.229411765,0.00595238,0.184568835
671,,0.34,,0.056,,0.1094304,0.3599671,1.000001,0.8652149,0.0728945,0.00255428,0.225672878,0.00966851,0.222222222,,,,,0.0019,0.0144,0.005340957082808,,,0.7951,0.15955899655819,,,0.1557,0.6932568,0.0579284,,,,,,,0.002,0.01,0.003,0.007,,0.720649743,0.019774979,0.993290249,,0.0062,0.862951,0.7462435,0.9975688,0.2181385,,0.297947797,,0.002139237,,,,0.0063,,0.001096059,0.00754717,0.225,0.00595238,0.181543117
672,,0.336,,0.054,,0.1059802,0.3359224,0.9983573,0.8766009,0.0783492,0.00255428,0.219461698,0.00966851,0.214814815,,,,,0.0022,0.0136,0.004963998217136,,,0.7855,0.14675000309944,,,0.1499,0.7030456,0.0617882,,,,,,,0.003,0.01,0.004,0.007,,0.708029611,0.015693892,0.99999993,,0.00597,0.8402064,0.7855079,0.9994058,0.2367964,,0.288663464,,0.002062777,,,,0.0059,,0.001096059,0.00754717,0.219117647,0.00595238,0.177004539
673,,0.329,,0.052,,0.1023961,0.3138694,0.9934296,0.8872851,0.0842276,0.00255428,0.215320911,0.00966851,0.209259259,,,,,0.0026,0.0147,0.004786108154804,,,0.7702,0.14931300282478,,,0.1467,0.7129557,0.0658643,,,,,,,0.003,0.009,0.004,0.006,,0.695404706,0.017771152,0.983649071,,0.00575,0.8168973,0.822965,1.0000001,0.2566745,,0.284961888,,0.002062777,,,,0.0055,,0.000868932,0.00754717,0.213235294,0.00595238,0.172465961
674,,0.32,,0.051,,0.09724603,0.2935596,0.9854748,0.8974687,0.0907788,0.00255428,0.211180124,0.00966851,0.201851852,,,,,0.0027,0.0138,0.004476916976273,,,0.7585,0.14708499610424,,,0.1405,0.722977,0.070084,,,,,,,0.003,0.01,0.004,0.007,,0.683141949,0.017263049,0.975882242,,0.00558,0.7930778,0.8576739,0.9991533,0.2778035,,0.273063457,,0.002462841,,,,0.0057,,0.000868932,0.00754717,0.205882353,0.00595238,0.169440242
675,,0.314,,0.049,,0.09426204,0.2747676,0.9747058,0.9073669,0.0978111,0.00255428,0.206004141,0.00828729,0.198148148,,,,,0.0022,0.0141,0.004265142139047,,,0.7453,0.14374299347401,,,0.1384,0.7330591,0.0744652,,,,,,,0.003,0.01,0.003,0.006,,0.673045054,0.024517241,0.978587584,,0.00546,0.768644,0.889341,0.996719,0.3002226,,0.267052609,,0.002462841,,,,0.0049,,0.001184113,0.00754717,0.2,0.00595238,0.164901664
676,,0.309,,0.047,,0.09099613,0.2572341,0.9614448,0.9172291,0.1057134,0.00255428,0.201863354,0.00828729,0.194444444,,,,,0.0008,0.0137,0.004051673226059,,,0.7366,0.13796900212765,,,0.1346,0.7431483,0.0790651,,,,,,,0.002,0.01,0.002,0.007,,0.658608293,,0.977490793,,0.00535,0.7433852,0.9178562,0.9925799,0.3239764,,0.258508063,,0.000598715,,,,0.0059,,0.001184113,0.00754717,0.194117647,0.00595238,0.161875946
677,,0.305,,0.046,,0.0876381,0.2407688,0.9460833,0.9271904,0.1145648,0.00255428,0.196687371,0.00966851,0.190740741,,,,,0.0001,0.0134,0.003756883088499,,,0.7226,0.13540899753571,,,0.1316,0.753149,0.0838414,,,,,,,0.001,0.009,0.001,0.007,,0.645145698,,0.96702247,,0.00513,0.7170302,0.942473,0.98666,0.3491041,,0.248598348,,0.000598715,,,,0.0051,,0.000706632,0.00754717,0.188235294,0.00595238,0.157337368
678,,0.297,,0.045,,0.08422425,0.2252829,0.9289745,0.9372308,0.1244322,0.00255428,0.191511387,0.00966851,0.185185185,,,,,0.0004,0.0134,0.003592546097934,,,0.7174,0.13023300468922,,,0.1282,0.7630735,0.0887918,,,,,,,,0.009,,0.007,,0.63273371,,0.957054337,,0.00479,0.6892281,0.9628278,0.9788678,0.3756335,,0.241512909,,0.001605205,,,,0.005,,0.000706632,0.00754717,0.182352941,0.00595238,0.15279879
679,,0.286,,0.044,,0.0802912,0.210736,0.9104942,0.9472226,0.1350662,0.00255428,0.186335404,0.00828729,0.181111111,,,,,0,0.0135,0.003540025092661,,,0.6967,0.12738899886608,,,0.1239,0.7730234,0.0940345,,,,,,,0.001,0.009,0.002,0.007,,0.622531701,,0.960508137,,0.00479,0.6597697,0.9788889,0.9691222,0.4035701,,0.238149611,,0.001605205,,,,0.0049,,0.000842818,0.00754717,0.176470588,0.00595238,0.148562784
680,,0.279,,0.042,,0.07676011,0.1971043,0.8909992,0.9569402,0.1468243,0.00255428,0.182194617,0.00828729,0.176851852,,,,,0.001,0.0127,0.00334815797396,,,0.6873,0.12227500230074,,,0.1212,0.782979,0.0995583,,,,,,,,0.009,0.001,0.006,,0.610781079,,0.945184229,,0.00473,0.6286623,0.9904687,0.9573157,0.4328923,,0.229445191,,0.001508641,,,,0.0046,,0.000842818,0.00754717,0.172058824,0.00595238,0.144326778
681,,0.276,,0.041,,0.0731676,0.1844095,0.8708613,0.9660677,0.1595028,0.00255428,0.175983437,0.00828729,0.172222222,,,,,0.0001,0.0134,0.003069462021813,,,0.6708,0.1161250025034,,,0.1173,0.7930703,0.1053189,,,,,,,0.001,0.01,0.001,0.007,,0.604945641,,0.940202448,,0.00417,0.5960811,0.9973159,0.9433592,0.4635424,,0.22488088,,0.001508641,,,,0.0049,,0.000830842,0.00754717,0.167647059,0.00595238,0.140090772
682,,0.268,,0.04,,0.07102382,0.1726015,0.8502365,0.974315,0.17344,0.00255428,0.170807453,0.00828729,0.167777778,,,,,0.0001,0.0146,0.00301651796326,,,0.6612,0.11643499881029,,,0.1149,0.8034653,0.1113898,,,,,,,,0.008,,0.006,,0.591116372,,0.924714311,,0.00451,0.5624228,1.0000026,0.9271421,0.4954243,,0.21645502,,0.001904159,,,,0.004,,0.000830842,0.00754717,0.163235294,0.00595238,0.135552194
683,,0.26,,0.038,,0.06839713,0.1615705,0.8292295,0.9814989,0.1885046,0.00255428,0.16563147,0.00828729,0.162037037,,,,,0.0009,0.013,0.002842863090336,,,0.6506,0.11008899658918,,,0.1115,0.8141857,0.1178165,,,,,,,0.001,0.008,0.001,0.007,,0.579485227,,0.921244839,,0.00428,0.5283202,0.9982176,0.9086082,0.5283963,,0.209550157,,0.001904159,,,,0.0043,,0.000731447,0.00628931,0.158823529,0.00595238,0.1301059
684,,0.252,,0.037,,0.06565042,0.1512054,0.8078864,0.9875076,0.205289,0.00255428,0.161490683,0.00828729,0.157037037,,,,,0.0003,0.0129,0.002698008902371,,,0.635,0.10911200195551,,,0.1086,0.825201,0.1246191,,,,,,,0.001,0.009,0.001,0.007,,0.571569948,,0.903316142,,0.004,0.4944814,0.9923964,0.8877776,0.5622696,,0.201514359,,0.002176368,,,,0.0041,,0.000731447,0.00754717,0.155882353,0.00595238,0.125567322
685,,0.247,,0.035,,0.06290928,0.1413643,0.7863613,0.9922984,0.223485,0.00255428,0.1563147,0.00828729,0.153703704,,,,,0.0006,0.0131,0.002528589917347,,,0.6256,0.10327900201082,,,0.1052,0.8366721,0.1320304,,,,,,,0.001,0.008,0.001,0.007,,0.562173962,,0.894820372,,0.00389,0.4615592,0.9826499,0.8647565,0.5968049,,0.196019246,,0.002176368,,,,0.0039,,0.00059855,0.00754717,0.151470588,0.00595238,0.121633888
686,,0.24,,0.035,,0.06071526,0.1318669,0.764819,0.995874,0.2433715,0.00255428,0.152173913,0.00828729,0.14962963,,,,,0.0004,0.0132,0.002349427901208,,,0.6142,0.10240600258112,,,0.1036,0.8484897,0.1402735,,,,,,,0.001,0.009,0.002,0.007,,0.55140159,,0.896010164,,0.00377,0.4301541,0.9692407,0.8397088,0.6317151,,0.188009262,,0.00124321,,,,0.004,,0.00059855,0.00628931,0.147058824,0.00595238,0.117549168
687,,0.232,,0.034,,0.0582114,0.1226313,0.7434703,0.9983058,0.2648582,0.00255428,0.14699793,0.00828729,0.145185185,,,,,0.0008,0.0133,0.002298179082573,,,0.6056,0.10026100277901,,,0.1014,0.8605841,0.1494748,,,,,,,0.001,0.008,0.001,0.006,,0.545901923,,0.89582124,,0.00366,0.4006917,0.9521385,0.8129222,0.6666724,,0.18378755,,0.00124321,,,,0.0034,,0.000709715,0.00628931,0.142794118,0.00595238,0.114372163
688,,0.231,,0.032,,0.05501527,0.1136543,0.7226184,0.9996621,0.2883319,0.00255428,0.142857143,0.00828729,0.142777778,,,,,0.0008,0.0133,0.002130876993761,,,0.5946,0.092917799949646,,,0.0982,0.8731026,0.1597814,,,,,,,0.001,0.008,0.002,0.007,,0.533300606,,0.883994963,,0.00355,0.3733872,0.9321863,0.7847421,0.7013268,,0.179567279,,0.001466942,,,,0.0037,,0.000709715,0.00628931,0.139411765,0.00595238,0.111497731
689,,0.225,,0.032,,0.05319529,0.104939,0.7024439,1,0.3133033,0.00255428,0.138716356,0.00828729,0.139074074,,,,,0.0003,0.0122,0.002099534031004,,,0.5836,0.097935900092125,,,0.0964,0.8860776,0.1713556,,,,,,,0.001,0.008,0.001,0.006,,0.526112933,,0.88193734,,0.00344,0.3482989,0.9095532,0.7555134,0.7353287,,0.175549804,,0.001466942,,,,0.0035,,0.000801828,0.00628931,0.138088235,0.00595238,0.109077156
690,,0.217,,0.03,,0.05084774,0.0965688,0.6830835,0.9993613,0.3399994,0.00255428,0.134575569,0.00828729,0.135185185,,,,,0.0002,0.0126,0.001958491979167,,,0.5676,0.093649499118328,,,0.0931,0.8993895,0.1840936,,,,,,,0.001,0.008,0.002,0.007,,0.515805607,,0.862707385,,0.00344,0.3254009,0.8851574,0.7255891,0.7683528,,0.169820456,,0.002114068,,,,0.0036,,0.000801828,0.00628931,0.135,0.00595238,0.107261725
691,,0.206,,0.029,,0.04863418,0.0886946,0.6644172,0.997813,0.3684242,0.00255428,0.130434783,0.00828729,0.130925926,,,,,0.0001,0.0133,0.001893265987746,,,0.5591,0.091331303119659,,,0.0916,0.913044,0.1979792,,,,,,,,0.007,,0.006,,0.506617289,,0.869844286,,0.00332,0.3045775,0.8596008,0.6953572,0.8001115,,0.166582219,,0.002114068,,,,0.0035,,0.000736787,0.00628931,0.131911765,0.00595238,0.105597579
692,,0.207,,0.028,,0.04626709,0.0813967,0.646473,0.9953205,0.3986154,0.00255428,0.127329193,0.00828729,0.126481482,,,,,0.001,0.0125,0.001670902012847,,,0.5521,0.086641103029251,,,0.0881,0.9268296,0.213128,,,,,,,,0.008,0.001,0.007,,0.499412452,,0.865592196,,0.00321,0.2857033,0.8333907,0.6651343,0.8303575,,0.162992481,,0.001568691,,,,0.0038,,0.000736787,0.00628931,0.128088235,0.00595238,0.103933434
693,,0.198,,0.027,,0.04523428,0.074692,0.629137,0.9917813,0.4305828,0.00255428,0.124223603,0.00828729,0.123703704,,,,,0.001,0.0126,0.001743752975017,,,0.5404,0.084133796393871,,,0.0866,0.9402351,0.2296949,,,,,,,,0.008,0.001,0.007,,0.492482518,,0.862606546,,0.0031,0.2686546,0.806987,0.6351891,0.8588738,,0.157341984,,0.001568691,,,,0.0037,,0.000595435,0.00628931,0.125588235,0.00595238,0.101815431
694,,0.195,,0.027,,0.04241499,0.0686089,0.6124884,0.9870484,0.4642788,0.00255428,0.120082816,0.00828729,0.11962963,,,,,0.0015,0.0123,0.001551461056806,,,0.5295,0.084737502038479,,,0.0835,0.9529739,0.2477325,,,,,,,,0.008,,0.006,,0.481078276,,0.85312046,,0.00327,0.2532946,0.7810733,0.6057652,0.8854561,,0.152461745,,0.001168859,,,,0.0034,,0.000595435,0.00628931,0.121617647,0.00595238,0.099848714
695,,0.19,,0.026,,0.04069829,0.0631231,0.5966296,0.9809302,0.4996896,0.00255428,0.118012422,0.00828729,0.116481482,,,,,0.0011,0.0119,0.001425244030543,,,0.5191,0.085524298250675,,,0.0823,0.9647412,0.2676372,,,,,,,,0.007,0.001,0.006,,0.475086404,,0.855979799,,0.00282,0.2394508,0.7553965,0.5770441,0.909895,,0.150005605,,0.001168859,,,,0.0031,,0.000551876,0.00628931,0.117647059,0.00595238,0.098184569
696,,0.185,,0.024,,0.03852101,0.058165,0.5816791,0.973146,0.5366516,0.00255428,0.113871636,0.00828729,0.113888889,,,,,,0.0131,0.001390511984937,,,0.5087,0.082720100879669,,,0.081,0.9751286,0.2896211,,,,,,,0.001,0.007,0.002,0.006,,0.467490382,,0.84396203,,0.00299,0.2269343,0.7302853,0.5490823,0.9319611,,0.147586478,,0.001281374,,,,0.0035,,0.000551876,0.00628931,0.115441177,0.00595238,0.096822995
697,,0.18,,0.024,,0.03742401,0.0537033,0.5676522,0.96346,0.5744998,0.00255428,0.111801242,0.00828729,0.110925926,,,,,,0.0133,0.001363829011098,,,0.5011,0.079628400504589,,,0.0772,0.983894,0.3137557,,,,,,,0.002,0.007,0.002,0.007,,0.456248994,,0.840168231,,0.0027,0.2155179,0.7062457,0.521908,0.9513956,,0.145533061,,0.001281374,,,,0.0039,,0.000520951,0.00628931,0.112058824,0.00595238,0.094704992
698,,0.176,,0.024,,0.03647215,0.0497543,0.5544445,0.9516838,0.6127461,0.00383142,0.109730849,0.00828729,0.108888889,,,,,,0.0129,0.001337992027402,,,0.4931,0.080193497240543,,,0.0759,0.9909841,0.3400786,,,,,,,0.002,0.007,0.002,0.007,,0.450985829,,0.835159565,,0.0027,0.2049632,0.683297,0.4954815,0.9679107,,0.14230694,,0.000903418,,,,0.0034,,0.000520951,0.00628931,0.108676471,0.00595238,0.093494705
699,,0.169,,0.023,,0.03402969,0.046341,0.5419085,0.9376464,0.6513396,0.00255428,0.105590062,0.00828729,0.105555556,,,,,,0.0119,0.001241000019945,,,0.4861,0.075253002345562,,,0.0739,0.9961016,0.3687497,,,,,,,0.002,0.007,0.002,0.006,,0.442075868,,0.833689503,,0.00259,0.1950484,0.6613624,0.4696827,0.9812159,,0.142110617,,0.000903418,,,,0.0029,,0.000622458,0.00628931,0.104264706,0.00595238,0.091527988
700,,0.167,,0.022,,0.03300246,0.0435058,0.5297526,0.9212084,0.6896912,0.00255428,0.10300207,0.00828729,0.103518519,,,,,,0.0126,0.001303261029534,,,0.4736,0.076007097959518,,,0.0746,0.9990923,0.3995166,,,,,,,0.002,0.007,0.002,0.006,,0.434103553,,0.826042948,,0.00242,0.1855874,0.640739,0.4443296,0.9910671,,0.136444214,,0.000622982,,,,0.0031,,0.000622458,0.00628931,0.102205882,0.00595238,0.089712557
701,,0.163,,,,0.03096476,0.041313,0.5179038,0.902282,0.7274662,,0.100828157,,0.101481482,,,,,,0.0136,,,,0.466,,,,,1,0.4322628,,,,,,,,,,,,0.429123933,,0.835274867,,,0.1764406,0.6212725,0.4192248,0.9973267,,0.134563162,,,,,,,,0.000707165,,0.100294118,,0.088350983
702,,0.158,,,,0.02967514,0.0398349,0.5062448,0.8807212,0.7647673,,0.098447205,,0.099074074,,,,,,0.0121,,,,0.4602,,,,,0.9988923,0.4669443,,,,,,,,,,,,0.420421727,,0.824279849,,,0.1675374,0.6027746,0.3941018,1.0000029,,0.126049225,,,,,,,,,,0.098235294,,0.086838124
703,,0.154,,,,0.02904708,,0.4948593,0.8563136,0.8011105,,0.095445135,,0.095,,,,,,0.0146,,,,0.4551,,,,,0.9957633,0.5035113,,,,,,,,,,,,0.412119771,,0.82049114,,,0.158849,0.5852587,0.36872,0.9992595,,0.12759489,,,,,,,,,,0.094558824,,0.085173979
704,,0.149,,,,0.02760673,,0.4838335,0.8288843,0.8355373,,0.093271222,,0.091296296,,,,,,0.0133,,,,0.4463,,,,,0.9907207,0.5416326,,,,,,,,,,,,0.404211325,,0.81154963,,,0.1503717,0.5687308,0.3429422,0.9953739,,0.122694373,,,,,,,,,,0.091911765,,0.081694402
705,,0.145,,,,0.02634223,,0.4733327,0.7983291,0.8682167,,0.091304348,,0.088888889,,,,,,0.013,,,,0.4392,,,,,0.9835849,0.5811464,,,,,,,,,,,,0.398680308,,0.804281928,,,0.1421298,0.5532108,0.316778,0.9886662,,0.118773245,,,,,,,,,,0.090588235,,0.07881997
706,,0.142,,,,0.0247986,,0.463384,0.7646889,0.8981108,,0.089855072,,0.087777778,,,,,,0.0135,,,,0.4287,,,,,0.9739777,0.6218003,,,,,,,,,,,,0.389957328,,0.792676939,,,0.1341557,0.5386586,0.2904192,0.9794159,,0.117213074,,,,,,,,,,0.089264706,,0.076701967
707,,0.142,,,,0.02401423,,0.453992,0.7282937,0.9244857,,0.08747412,,0.086296296,,,,,,0.0141,,,,0.4211,,,,,0.9614218,0.6631611,,,,,,,,,,,,0.382018231,,0.78530123,,,0.1264712,0.5250555,0.2642938,0.9678206,,0.113127692,,,,,,,,,,0.0875,,0.074281392
708,,0.136,,,,0.02296467,,0.4451945,0.6897996,0.9471297,,0.085300207,,0.085,,,,,,0.0123,,,,0.415,,,,,0.945557,0.7044949,,,,,,,,,,,,0.378918678,,0.775406633,,,0.119115,0.5123779,0.2389803,0.9539976,,0.111443447,,,,,,,,,,0.086029412,,0.072163389
709,,0.135,,,,0.02226961,,0.4369288,0.6500604,0.9667848,,0.082919255,,0.082407407,,,,,,0.0142,,,,0.4081,,,,,0.9261498,0.7453846,,,,,,,,,,,,0.368619267,,0.770406101,,,0.112156,0.5000928,0.2150992,0.9380419,,0.107966732,,,,,,,,,,0.082941176,,0.0698941
